disease,disease index,gene,gene index
coronary artery disease,17,114899,9453
diabetes mellitus,19,114899,9453
diabetic retinopathy,20,114899,9453
heart disease,31,114899,9453
multiple sclerosis,48,114899,9453
rheumatoid arthritis,65,114899,9453
cardiovascular disease,10,114900,9454
tuberculosis,69,114900,9454
atherosclerosis,5,114902,9455
coronary artery disease,17,114902,9455
diabetes mellitus,19,114902,9455
diabetic retinopathy,20,114902,9455
myocardial infarction,50,114902,9455
atherosclerosis,5,114904,9456
cardiovascular disease,10,114904,9456
diabetes mellitus,19,114904,9456
multiple sclerosis,48,114904,9456
rheumatoid arthritis,65,114904,9456
diabetes mellitus,19,114905,9457
diabetes mellitus,19,114907,9458
hypertension,36,114907,9458
myocardial infarction,50,114907,9458
alzheimer's disease,4,114928,9459
glioblastoma,28,114960,9460
glioblastoma multiforme,29,114960,9460
hirschsprung disease,35,114960,9460
glioblastoma,28,114990,9461
glioblastoma multiforme,29,114990,9461
glioma,30,114990,9461
myocardial infarction,50,115004,9462
tuberculosis,69,115004,9462
diabetes mellitus,19,115019,9463
alzheimer's disease,4,115111,9464
diabetes mellitus,19,115123,9465
heart disease,31,115123,9465
glioma,30,115201,9466
alzheimer's disease,4,115209,9467
cardiovascular disease,10,115209,9467
myocardial infarction,50,115209,9467
glioma,30,115273,9468
colorectal cancer,16,115286,9469
glioma,30,115290,9470
major depressive disorder,46,115294,9471
diabetes mellitus,19,115330,9472
multiple sclerosis,48,115350,9473
diabetes mellitus,19,115352,9474
multiple sclerosis,48,115352,9474
rheumatoid arthritis,65,115352,9474
myocardial infarction,50,115362,9475
tuberculosis,69,115362,9475
cholangiocarcinoma,13,115426,9476
glioma,30,115426,9476
diabetes mellitus,19,115584,9477
lupus nephritis,45,115584,9477
atherosclerosis,5,115650,9478
coronary artery disease,17,115650,9478
diabetes mellitus,19,115650,9478
heart disease,31,115650,9478
lupus nephritis,45,115650,9478
multiple sclerosis,48,115650,9478
osteosarcoma,56,115650,9478
rheumatoid arthritis,65,115650,9478
diabetes mellitus,19,115653,9479
glioma,30,115653,9479
pre-eclampsia,61,115653,9479
alzheimer's disease,4,115701,9480
cholangiocarcinoma,13,115701,9480
hepatocellular carcinoma,34,115701,9480
glioblastoma,28,115708,9481
glioblastoma multiforme,29,115708,9481
breast cancer,9,115761,9482
papillary thyroid carcinoma,60,115761,9482
prostate cancer,63,115761,9482
cervical cancer,11,115908,9483
glioblastoma,28,115908,9483
glioblastoma multiforme,29,115908,9483
osteosarcoma,56,115908,9483
rheumatoid arthritis,65,115908,9483
diabetes mellitus,19,116028,9484
multiple sclerosis,48,116028,9484
rheumatoid arthritis,65,116028,9484
glioblastoma,28,116071,9485
glioblastoma multiforme,29,116071,9485
lung cancer,44,116071,9485
tuberculosis,69,116071,9485
cardiovascular disease,10,116085,9486
diabetes mellitus,19,116085,9486
essential hypertension,25,116085,9486
hypertension,36,116085,9486
osteosarcoma,56,116113,9487
coronary artery disease,17,116135,9488
gastric cancer,26,116135,9488
heart disease,31,116135,9488
myocardial infarction,50,116135,9488
breast cancer,9,116150,9489
coronary artery disease,17,116150,9489
diabetes mellitus,19,116150,9489
rheumatoid arthritis,65,116154,9490
coronary artery disease,17,116173,9491
heart disease,31,116173,9491
breast cancer,9,116179,9492
hypertrophic cardiomyopathy,37,116228,9493
diabetes mellitus,19,116236,9494
multiple sclerosis,48,116255,9495
essential hypertension,25,116285,9496
hypertension,36,116285,9496
major depressive disorder,46,116285,9496
osteosarcoma,56,116337,9497
colon cancer,15,116362,9498
glioma,30,116379,9499
lupus nephritis,45,116379,9499
multiple sclerosis,48,116379,9499
alzheimer's disease,4,116443,9500
alzheimer's disease,4,116444,9501
diabetes mellitus,19,116448,9502
glioblastoma,28,116448,9502
glioma,30,116448,9502
major depressive disorder,46,116448,9502
multiple sclerosis,48,116448,9502
alzheimer's disease,4,116519,9503
atherosclerosis,5,116519,9503
cardiovascular disease,10,116519,9503
coronary artery disease,17,116519,9503
diabetes mellitus,19,116519,9503
heart disease,31,116519,9503
myocardial infarction,50,116519,9503
tuberculosis,69,116535,9504
breast cancer,9,116833,9505
cervical cancer,11,116833,9505
myocardial infarction,50,116835,9506
diabetes mellitus,19,116841,9507
diabetic retinopathy,20,116841,9507
diabetes mellitus,19,116842,9508
cervical cancer,11,116844,9509
cholangiocarcinoma,13,116844,9509
coronary artery disease,17,116844,9509
diabetes mellitus,19,116844,9509
diabetic retinopathy,20,116844,9509
glioblastoma,28,116844,9509
glioblastoma multiforme,29,116844,9509
glioma,30,116844,9509
myocardial infarction,50,116844,9509
pancreatic ductal adenocarcinoma,59,116844,9509
rheumatoid arthritis,65,116844,9509
alzheimer's disease,4,116931,9510
prostate cancer,63,116931,9510
rheumatoid arthritis,65,116935,9511
alzheimer's disease,4,116984,9512
prostate cancer,63,116984,9512
diabetes mellitus,19,116985,9513
alzheimer's disease,4,116986,9514
glioblastoma,28,116986,9514
glioblastoma multiforme,29,116986,9514
glioma,30,116986,9514
multiple sclerosis,48,116986,9514
cardiovascular disease,10,116987,9515
osteoarthritis,55,116987,9515
atherosclerosis,5,117143,9516
coronary artery disease,17,117143,9516
diabetes mellitus,19,117143,9516
rheumatoid arthritis,65,117143,9516
diabetes mellitus,19,117145,9517
glioblastoma,28,117145,9517
glioblastoma multiforme,29,117145,9517
glioma,30,117145,9517
acne,0,117159,9518
diabetes mellitus,19,117159,9518
heart disease,31,117159,9518
alzheimer's disease,4,117195,9519
cardiovascular disease,10,117195,9519
diabetes mellitus,19,117195,9519
essential hypertension,25,117195,9519
glioblastoma,28,117195,9519
glioblastoma multiforme,29,117195,9519
hypertension,36,117195,9519
multiple sclerosis,48,117195,9519
myocardial infarction,50,117195,9519
papillary thyroid carcinoma,60,117195,9519
alzheimer's disease,4,117196,9520
cardiovascular disease,10,117196,9520
diabetes mellitus,19,117196,9520
essential hypertension,25,117196,9520
glioblastoma,28,117196,9520
glioblastoma multiforme,29,117196,9520
hypertension,36,117196,9520
multiple sclerosis,48,117196,9520
myocardial infarction,50,117196,9520
papillary thyroid carcinoma,60,117196,9520
rheumatoid arthritis,65,117283,9521
diabetes mellitus,19,117289,9522
multiple sclerosis,48,117289,9522
rheumatoid arthritis,65,117289,9522
diabetes mellitus,19,117579,9523
major depressive disorder,46,117579,9523
cervical cancer,11,117581,9524
hypertension,36,117581,9524
osteosarcoma,56,117581,9524
osteoarthritis,55,117583,9525
osteosarcoma,56,118421,9526
hepatocellular carcinoma,34,118424,9527
multiple sclerosis,48,118427,9528
glioblastoma,28,118429,9529
glioblastoma multiforme,29,118429,9529
glioma,30,118429,9529
multiple sclerosis,48,118429,9529
alzheimer's disease,4,118460,9530
major depressive disorder,46,118460,9530
alzheimer's disease,4,118461,9531
atherosclerosis,5,118471,9532
glioblastoma,28,118471,9532
glioblastoma multiforme,29,118471,9532
glioma,30,118471,9532
myocardial infarction,50,118471,9532
osteosarcoma,56,118471,9532
papillary thyroid carcinoma,60,118471,9532
prostate cancer,63,118471,9532
rheumatoid arthritis,65,118471,9532
diabetes mellitus,19,118490,9533
breast cancer,9,118611,9534
colorectal cancer,16,118856,9535
lung cancer,44,118932,9536
non-small cell lung cancer,53,118932,9536
prostate cancer,63,118932,9536
alzheimer's disease,4,119391,9537
atherosclerosis,5,119391,9537
osteosarcoma,56,119587,9538
myocardial infarction,50,120071,9539
osteosarcoma,56,120224,9540
coronary artery disease,17,120227,9541
diabetes mellitus,19,120227,9541
heart disease,31,120227,9541
multiple sclerosis,48,120227,9541
myocardial infarction,50,120227,9541
papillary thyroid carcinoma,60,120227,9541
rheumatoid arthritis,65,120227,9541
tuberculosis,69,120227,9541
colorectal cancer,16,120376,9542
alzheimer's disease,4,120892,9543
cholangiocarcinoma,13,120892,9543
diabetes mellitus,19,120892,9543
lupus nephritis,45,120892,9543
multiple sclerosis,48,120892,9543
multiple system atrophy,49,120892,9543
myocardial infarction,50,120892,9543
tuberculosis,69,120892,9543
alzheimer's disease,4,121227,9544
glioblastoma,28,121227,9544
glioblastoma multiforme,29,121227,9544
glioma,30,121227,9544
osteoarthritis,55,121227,9544
cervical cancer,11,121256,9545
major depressive disorder,46,121256,9545
acute myeloid leukemia,1,121268,9546
cardiovascular disease,10,121275,9547
alzheimer's disease,4,121278,9548
major depressive disorder,46,121278,9548
multiple sclerosis,48,121278,9548
rheumatoid arthritis,65,121278,9548
diabetes mellitus,19,121328,9549
osteosarcoma,56,121340,9550
glioma,30,121457,9551
alzheimer's disease,4,121504,9552
atherosclerosis,5,121504,9552
glioblastoma,28,121504,9552
glioblastoma multiforme,29,121504,9552
glioma,30,121504,9552
lung cancer,44,121504,9552
nonalcoholic steatohepatitis,52,121504,9552
non-small cell lung cancer,53,121504,9552
osteosarcoma,56,121504,9552
prostate cancer,63,121504,9552
rheumatoid arthritis,65,121504,9552
tuberculosis,69,121504,9552
hirschsprung disease,35,121536,9553
diabetes mellitus,19,121599,9554
alzheimer's disease,4,121601,9555
glioblastoma,28,121642,9556
glioblastoma multiforme,29,121642,9556
diabetes mellitus,19,121665,9557
glioblastoma,28,121665,9557
glioblastoma multiforme,29,121665,9557
major depressive disorder,46,121665,9557
pancreatic ductal adenocarcinoma,59,121665,9557
glioblastoma,28,122199,9558
glioblastoma multiforme,29,122199,9558
glioma,30,122199,9558
alzheimer's disease,4,122402,9559
atherosclerosis,5,122402,9559
alzheimer's disease,4,122618,9560
rheumatoid arthritis,65,122618,9560
diabetes mellitus,19,122622,9561
diabetes mellitus,19,122664,9562
glioma,30,122664,9562
hepatoblastoma,33,122664,9562
osteosarcoma,56,122664,9562
alzheimer's disease,4,122786,9563
alzheimer's disease,4,122809,9564
glioblastoma,28,122830,9565
glioblastoma multiforme,29,122830,9565
basal cell carcinoma,6,122953,9566
glioma,30,122953,9566
myocardial infarction,50,122953,9566
diabetes mellitus,19,123016,9567
alzheimer's disease,4,123041,9568
heart disease,31,123041,9568
diabetes mellitus,19,123099,9569
hypertrophic cardiomyopathy,37,123263,9570
leukoaraiosis,41,123263,9570
moyamoya disease,47,123263,9570
diabetes mellitus,19,123264,9571
alzheimer's disease,4,123624,9572
diabetes mellitus,19,123811,9573
heart disease,31,123872,9574
glioblastoma,28,123920,9575
glioblastoma multiforme,29,123920,9575
diabetes mellitus,19,124056,9576
alzheimer's disease,4,124152,9577
cervical cancer,11,124220,9578
pancreatic ductal adenocarcinoma,59,124220,9578
heart disease,31,124401,9579
atherosclerosis,5,124454,9580
coronary artery disease,17,124454,9580
heart disease,31,124454,9580
major depressive disorder,46,124454,9580
myocardial infarction,50,124454,9580
coronary artery disease,17,124491,9581
heart disease,31,124491,9581
alzheimer's disease,4,124540,9582
breast cancer,9,124540,9582
cervical cancer,11,124540,9582
cholangiocarcinoma,13,124540,9582
diabetes mellitus,19,124540,9582
glioblastoma,28,124540,9582
glioblastoma multiforme,29,124540,9582
alzheimer's disease,4,124565,9583
rheumatoid arthritis,65,124626,9584
acute promyelocytic leukemia,2,124641,9585
coronary artery disease,17,124872,9586
alzheimer's disease,4,124925,9587
coronary artery disease,17,124930,9588
cervical cancer,11,124936,9589
diabetes mellitus,19,124936,9589
rheumatoid arthritis,65,124975,9590
alzheimer's disease,4,124976,9591
lung cancer,44,124976,9591
multiple sclerosis,48,124976,9591
cardiovascular disease,10,124989,9592
diabetes mellitus,19,125111,9593
hypertension,36,125170,9594
atherosclerosis,5,125206,9595
lung cancer,44,125206,9595
non-small cell lung cancer,53,125206,9595
diabetes mellitus,19,125488,9596
alzheimer's disease,4,125931,9597
rheumatoid arthritis,65,125950,9598
hypertrophic cardiomyopathy,37,125972,9599
gastric cancer,26,125997,9600
alzheimer's disease,4,126014,9601
atherosclerosis,5,126014,9601
diabetes mellitus,19,126014,9601
rheumatoid arthritis,65,126014,9601
alzheimer's disease,4,126017,9602
glioblastoma,28,126129,9603
glioblastoma multiforme,29,126129,9603
papillary thyroid carcinoma,60,126129,9603
multiple sclerosis,48,126206,9604
pancreatic ductal adenocarcinoma,59,126259,9605
atherosclerosis,5,126282,9606
cervical cancer,11,126282,9606
osteosarcoma,56,126282,9606
diabetes mellitus,19,126328,9607
hypertrophic cardiomyopathy,37,126328,9607
alzheimer's disease,4,126393,9608
heart disease,31,126393,9608
multiple sclerosis,48,126393,9608
myocardial infarction,50,126393,9608
glioblastoma,28,126520,9609
glioblastoma multiforme,29,126520,9609
diabetes mellitus,19,126637,9610
hirschsprung disease,35,126792,9611
diabetes mellitus,19,127018,9612
major depressive disorder,46,127064,9613
major depressive disorder,46,127254,9614
diabetes mellitus,19,127262,9615
multiple sclerosis,48,127262,9615
atherosclerosis,5,127435,9616
diabetes mellitus,19,127534,9617
atherosclerosis,5,127700,9618
cervical cancer,11,127700,9618
prostate cancer,63,127700,9618
rheumatoid arthritis,65,127700,9618
diabetes mellitus,19,127707,9619
diabetic retinopathy,20,127707,9619
osteosarcoma,56,127841,9620
acute myeloid leukemia,1,127933,9621
glioblastoma,28,127933,9621
glioblastoma multiforme,29,127933,9621
diabetes mellitus,19,128178,9622
papillary thyroid carcinoma,60,128209,9623
diabetes mellitus,19,128229,9624
glioma,30,128229,9624
major depressive disorder,46,128229,9624
atherosclerosis,5,128240,9625
acute promyelocytic leukemia,2,128338,9626
myocardial infarction,50,128338,9626
tuberculosis,69,128338,9626
basal cell carcinoma,6,128344,9627
diabetes mellitus,19,128344,9627
glioblastoma,28,128344,9627
glioblastoma multiforme,29,128344,9627
alzheimer's disease,4,128408,9628
nonalcoholic steatohepatitis,52,128408,9628
cardiovascular disease,10,128414,9629
diabetes mellitus,19,128486,9630
cardiovascular disease,10,128611,9631
coronary artery disease,17,128611,9631
heart disease,31,128611,9631
cardiovascular disease,10,128674,9632
hirschsprung disease,35,128674,9632
major depressive disorder,46,128674,9632
osteosarcoma,56,128710,9633
myocardial infarction,50,128822,9634
multiple sclerosis,48,128853,9635
diabetes mellitus,19,128866,9636
colorectal cancer,16,128869,9637
cardiovascular disease,10,128989,9638
colorectal cancer,16,129285,9639
hypertrophic cardiomyopathy,37,129446,9640
glioblastoma,28,129521,9641
glioblastoma multiforme,29,129521,9641
osteosarcoma,56,129521,9641
cervical cancer,11,129607,9642
glioma,30,129607,9642
tuberculosis,69,129607,9642
major depressive disorder,46,129684,9643
atherosclerosis,5,129787,9644
diabetes mellitus,19,129787,9644
glioblastoma,28,129787,9644
glioblastoma multiforme,29,129787,9644
glioma,30,129787,9644
glioblastoma,28,129804,9645
glioblastoma multiforme,29,129804,9645
glioblastoma,28,129807,9646
glioblastoma multiforme,29,129807,9646
alzheimer's disease,4,129831,9647
cardiovascular disease,10,129831,9647
cervical cancer,11,129831,9647
cholangiocarcinoma,13,129831,9647
diabetes mellitus,19,129831,9647
glioblastoma,28,129831,9647
glioblastoma multiforme,29,129831,9647
glioma,30,129831,9647
heart disease,31,129831,9647
hypertension,36,129831,9647
lupus nephritis,45,129831,9647
multiple sclerosis,48,129831,9647
papillary thyroid carcinoma,60,129831,9647
pulmonary tuberculosis,64,129831,9647
rheumatoid arthritis,65,129831,9647
tuberculosis,69,129831,9647
alzheimer's disease,4,130013,9648
diabetes mellitus,19,130013,9648
glioma,30,130074,9649
systemic lupus erythematosus,67,130074,9649
pancreatic ductal adenocarcinoma,59,130120,9650
diabetes mellitus,19,130271,9651
diabetes mellitus,19,130399,9652
diabetic retinopathy,20,130399,9652
heart disease,31,130497,9653
osteosarcoma,56,130497,9653
basal cell carcinoma,6,130540,9654
rheumatoid arthritis,65,130540,9654
diabetes mellitus,19,130557,9655
alzheimer's disease,4,130749,9656
alzheimer's disease,4,130872,9657
alzheimer's disease,4,130916,9658
major depressive disorder,46,130916,9658
cardiovascular disease,10,130940,9659
alzheimer's disease,4,131096,9660
atherosclerosis,5,131096,9660
glioblastoma,28,131096,9660
glioblastoma multiforme,29,131096,9660
hypertension,36,131096,9660
